,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,II_00,II_01,II_10,II_11,IX_00,IX_01,IX_10,IX_11,IY_00,IY_01,IY_10,IY_11,IZ_00,IZ_01,IZ_10,IZ_11,XI_00,XI_01,XI_10,XI_11,XX_00,XX_01,XX_10,XX_11,XY_00,XY_01,XY_10,XY_11,XZ_00,XZ_01,XZ_10,XZ_11,YI_00,YI_01,YI_10,YI_11,YX_00,YX_01,YX_10,YX_11,YY_00,YY_01,YY_10,YY_11,YZ_00,YZ_01,YZ_10,YZ_11,ZI_00,ZI_01,ZI_10,ZI_11,ZX_00,ZX_01,ZX_10,ZX_11,ZY_00,ZY_01,ZY_10,ZY_11,ZZ_00,ZZ_01,ZZ_10,ZZ_11
331,(0.2255435131080199+0j),(-0.07535252601186743-0.2744164884930359j),(0.1983647611467025-0.013660857668322264j),(0.10059208281006904+0.20985056551890535j),(-0.07535252601186743+0.2744164884930359j),(0.3590544955927535+0j),(-0.04965126719311713+0.2459123765659851j),(-0.28893015780639725+0.05227973873238452j),(0.1983647611467025+0.013660857668322264j),(-0.04965126719311713-0.2459123765659851j),(0.1752885594102095+0j),(0.07576004087740874+0.19065558942008654j),(0.10059208281006904-0.20985056551890535j),(-0.28893015780639725-0.05227973873238452j),(0.07576004087740874-0.19065558942008654j),(0.24011343188901707+0j),(238+0j),(366+0j),(188+0j),(208+0j),(388+0j),(47+0j),(52+0j),(513+0j),(230+0j),(229+0j),(200+0j),(341+0j),(245+0j),(341+0j),(190+0j),(224+0j),(255+0j),(340+0j),(283+0j),(122+0j),(240+0j),(184+0j),(267+0j),(309+0j),(72+0j),(411+0j),(451+0j),(66+0j),(253+0j),(343+0j),(287+0j),(117+0j),(560+0j),(41+0j),(53+0j),(346+0j),(273+0j),(178+0j),(301+0j),(248+0j),(231+0j),(267+0j),(358+0j),(144+0j),(547+0j),(61+0j),(51+0j),(341+0j),(277+0j),(356+0j),(148+0j),(219+0j),(381+0j),(50+0j),(59+0j),(510+0j),(250+0j),(239+0j),(227+0j),(284+0j),(242+0j),(358+0j),(197+0j),(203+0j)
332,(0.7812676153332468+0j),(0.1935445971981749+0.08111230808345925j),(0.3199859087274379-0.1063706274070157j),(0.0037959405921144107+0.11458494496858536j),(0.1935445971981749-0.08111230808345925j),(0.05636828759175591+0j),(0.06822703983415307-0.059572744259239745j),(0.012836744995028753+0.027992200222989518j),(0.3199859087274379+0.1063706274070157j),(0.06822703983415307+0.059572744259239745j),(0.14554000438196277+0j),(-0.014046179276460666+0.04744769090272278j),(0.0037959405921144107-0.11458494496858536j),(0.012836744995028753-0.027992200222989518j),(-0.014046179276460666-0.04744769090272278j),(0.016824092693034542+0j),(766+0j),(69+0j),(145+0j),(20+0j),(751+0j),(68+0j),(143+0j),(38+0j),(523+0j),(31+0j),(381+0j),(65+0j),(782+0j),(58+0j),(138+0j),(22+0j),(591+0j),(242+0j),(80+0j),(87+0j),(555+0j),(272+0j),(133+0j),(40+0j),(361+0j),(214+0j),(321+0j),(104+0j),(611+0j),(240+0j),(66+0j),(83+0j),(357+0j),(482+0j),(43+0j),(118+0j),(309+0j),(533+0j),(92+0j),(66+0j),(283+0j),(303+0j),(131+0j),(283+0j),(338+0j),(481+0j),(54+0j),(127+0j),(731+0j),(80+0j),(163+0j),(26+0j),(738+0j),(56+0j),(175+0j),(31+0j),(551+0j),(20+0j),(358+0j),(71+0j),(749+0j),(82+0j),(150+0j),(19+0j)
333,(0.2998893497026992+0j),(0.011566007447637423-0.10226784449766857j),(-0.12213823932304602+0.1929107669160726j),(0.3784052254948739+0.06356425813463137j),(0.011566007447637423+0.10226784449766857j),(0.03532130953292999+0j),(-0.07049673527755923-0.03421130863633071j),(-0.007082418939949424+0.13149473790948948j),(-0.12213823932304602-0.1929107669160726j),(-0.07049673527755923+0.03421130863633071j),(0.17383849592779224+0j),(-0.11322682262989194-0.2693062254720614j),(0.3784052254948739-0.06356425813463137j),(-0.007082418939949424-0.13149473790948948j),(-0.11322682262989194+0.2693062254720614j),(0.4909508448365788+0j),(322+0j),(56+0j),(196+0j),(426+0j),(145+0j),(260+0j),(335+0j),(260+0j),(85+0j),(153+0j),(423+0j),(339+0j),(305+0j),(76+0j),(167+0j),(452+0j),(216+0j),(153+0j),(235+0j),(396+0j),(274+0j),(119+0j),(143+0j),(464+0j),(54+0j),(143+0j),(376+0j),(427+0j),(178+0j),(192+0j),(217+0j),(413+0j),(295+0j),(78+0j),(556+0j),(71+0j),(338+0j),(54+0j),(510+0j),(98+0j),(104+0j),(122+0j),(744+0j),(30+0j),(263+0j),(75+0j),(595+0j),(67+0j),(289+0j),(58+0j),(205+0j),(448+0j),(147+0j),(237+0j),(341+0j),(275+0j),(78+0j),(148+0j),(417+0j),(357+0j),(296+0j),(57+0j),(216+0j),(431+0j)
334,(0.0223492153530273+0j),(-0.0013293672305982468-0.0902438422806201j),(0.008402246196261266-0.10187751425042413j),(0.041841959870021095+0.03877672475307414j),(-0.0013293672305982468+0.0902438422806201j),(0.3644744640084131+0j),(0.4108711877420046+0.03998724766847836j),(-0.15906526949319116+0.16664704604589453j),(0.008402246196261266+0.10187751425042413j),(0.4108711877420046-0.03998724766847836j),(0.46756118664239854+0j),(-0.1610307039243145+0.20531219456714367j),(0.041841959870021095-0.03877672475307414j),(-0.15906526949319116-0.16664704604589453j),(-0.1610307039243145-0.20531219456714367j),(0.145615133996161+0j),(73+0j),(323+0j),(462+0j),(142+0j),(254+0j),(120+0j),(281+0j),(345+0j),(331+0j),(121+0j),(164+0j),(384+0j),(84+0j),(314+0j),(442+0j),(160+0j),(219+0j),(198+0j),(170+0j),(413+0j),(315+0j),(72+0j),(80+0j),(533+0j),(129+0j),(313+0j),(240+0j),(318+0j),(215+0j),(183+0j),(185+0j),(417+0j),(289+0j),(112+0j),(134+0j),(465+0j),(149+0j),(233+0j),(286+0j),(332+0j),(379+0j),(113+0j),(86+0j),(422+0j),(298+0j),(126+0j),(142+0j),(434+0j),(95+0j),(316+0j),(442+0j),(147+0j),(254+0j),(111+0j),(257+0j),(378+0j),(331+0j),(122+0j),(150+0j),(397+0j),(70+0j),(349+0j),(427+0j),(154+0j)
335,(0.05405680535793848+0j),(-0.06135049853732191+0.09625944795556496j),(0.035642883892751026-0.05369652021307161j),(-0.14398839374551609+0.11497179294220682j),(-0.06135049853732191-0.09625944795556496j),(0.24103838370046374+0j),(-0.1360699368057102-0.0025280081085871653j),(0.3681475612030676+0.12591692080483213j),(0.035642883892751026+0.05369652021307161j),(-0.1360699368057102+0.0025280081085871653j),(0.07684012082624753+0j),(-0.20914567053987299-0.06722094293886524j),(-0.14398839374551609-0.11497179294220682j),(0.3681475612030676-0.12591692080483213j),(-0.20914567053987299+0.06722094293886524j),(0.6280646901153506+0j),(84+0j),(241+0j),(142+0j),(533+0j),(167+0j),(717+0j),(47+0j),(69+0j),(140+0j),(320+0j),(64+0j),(476+0j),(100+0j),(230+0j),(139+0j),(531+0j),(116+0j),(217+0j),(168+0j),(499+0j),(219+0j),(679+0j),(59+0j),(43+0j),(68+0j),(382+0j),(220+0j),(330+0j),(118+0j),(227+0j),(154+0j),(501+0j),(105+0j),(244+0j),(397+0j),(254+0j),(389+0j),(492+0j),(91+0j),(28+0j),(233+0j),(230+0j),(250+0j),(287+0j),(94+0j),(264+0j),(411+0j),(231+0j),(77+0j),(222+0j),(131+0j),(570+0j),(166+0j),(725+0j),(36+0j),(73+0j),(154+0j),(334+0j),(51+0j),(461+0j),(69+0j),(247+0j),(106+0j),(578+0j)
336,(0.3989370101401657+0j),(-0.2821798178005057+0.12674643983415002j),(-0.14292319813022838-0.18588599327854333j),(0.12496326984563637-0.2711082821025505j),(-0.2821798178005057-0.12674643983415002j),(0.23986270301403695+0j),(0.042035844553182315+0.17689078840523886j),(-0.17452409907615613+0.1520606876349314j),(-0.14292319813022838+0.18588599327854333j),(0.042035844553182315-0.17689078840523886j),(0.1378178551085191+0j),(0.08155443416516286+0.15535431078330908j),(0.12496326984563637+0.2711082821025505j),(-0.17452409907615613-0.1520606876349314j),(0.08155443416516286-0.15535431078330908j),(0.2233824317372782+0j),(417+0j),(251+0j),(146+0j),(186+0j),(148+0j),(78+0j),(417+0j),(357+0j),(441+0j),(116+0j),(119+0j),(324+0j),(420+0j),(229+0j),(134+0j),(217+0j),(109+0j),(561+0j),(226+0j),(104+0j),(94+0j),(163+0j),(243+0j),(500+0j),(257+0j),(311+0j),(124+0j),(308+0j),(93+0j),(541+0j),(275+0j),(91+0j),(230+0j),(416+0j),(44+0j),(310+0j),(180+0j),(58+0j),(83+0j),(679+0j),(132+0j),(413+0j),(164+0j),(291+0j),(239+0j),(422+0j),(55+0j),(284+0j),(412+0j),(230+0j),(155+0j),(203+0j),(142+0j),(79+0j),(440+0j),(339+0j),(437+0j),(113+0j),(119+0j),(331+0j),(408+0j),(250+0j),(132+0j),(210+0j)
337,(0.4344987898522277+0j),(0.10158199312250871+0.3163795315178984j),(-0.26104804242824-0.18522137690670448j),(0.017689738131913067-0.1803571912204877j),(0.10158199312250871-0.3163795315178984j),(0.2541201767852522+0j),(-0.1958993555134678+0.14677854627333345j),(-0.12719106726571613-0.055046675801186704j),(-0.26104804242824+0.18522137690670448j),(-0.1958993555134678-0.14677854627333345j),(0.2357959131570327+0j),(0.06625596308857667+0.11589999911622967j),(0.017689738131913067+0.1803571912204877j),(-0.12719106726571613+0.055046675801186704j),(0.06625596308857667-0.11589999911622967j),(0.07558512020548692+0j),(454+0j),(251+0j),(222+0j),(73+0j),(110+0j),(53+0j),(570+0j),(267+0j),(513+0j),(221+0j),(155+0j),(111+0j),(455+0j),(267+0j),(209+0j),(69+0j),(464+0j),(230+0j),(227+0j),(79+0j),(91+0j),(76+0j),(561+0j),(272+0j),(477+0j),(247+0j),(206+0j),(70+0j),(456+0j),(257+0j),(191+0j),(96+0j),(88+0j),(606+0j),(61+0j),(245+0j),(19+0j),(136+0j),(125+0j),(720+0j),(107+0j),(664+0j),(48+0j),(181+0j),(92+0j),(602+0j),(69+0j),(237+0j),(444+0j),(267+0j),(215+0j),(74+0j),(88+0j),(57+0j),(558+0j),(297+0j),(516+0j),(235+0j),(148+0j),(101+0j),(453+0j),(220+0j),(226+0j),(101+0j)
338,(0.22513394358635583+0j),(0.01790704244997865+0.026355517629108226j),(-0.2565243789420429-0.0883978771318874j),(0.31548845149310173+0.016777093141166308j),(0.01790704244997865-0.026355517629108226j),(0.004509650844427807+0j),(-0.030752203075229037+0.02299914517878214j),(0.027057821536696003-0.035598511705393944j),(-0.2565243789420429+0.0883978771318874j),(-0.030752203075229037-0.02299914517878214j),(0.3270006312699208+0j),(-0.36606447338833203+0.10475886309022787j),(0.31548845149310173-0.016777093141166308j),(0.027057821536696003+0.035598511705393944j),(-0.36606447338833203-0.10475886309022787j),(0.44335577429929496+0j),(223+0j),(34+0j),(334+0j),(409+0j),(77+0j),(207+0j),(521+0j),(195+0j),(381+0j),(234+0j),(212+0j),(173+0j),(251+0j),(26+0j),(319+0j),(404+0j),(160+0j),(119+0j),(73+0j),(648+0j),(135+0j),(187+0j),(96+0j),(582+0j),(169+0j),(455+0j),(64+0j),(312+0j),(157+0j),(111+0j),(65+0j),(667+0j),(112+0j),(163+0j),(305+0j),(420+0j),(101+0j),(184+0j),(319+0j),(396+0j),(127+0j),(491+0j),(285+0j),(97+0j),(122+0j),(162+0j),(273+0j),(443+0j),(251+0j),(47+0j),(316+0j),(386+0j),(63+0j),(250+0j),(493+0j),(194+0j),(388+0j),(237+0j),(202+0j),(173+0j),(226+0j),(32+0j),(324+0j),(418+0j)
339,(0.7020355648840653+0j),(0.18602148113923445+0.32531261858720134j),(0.26095703436952467-0.006479243971805625j),(0.024647711066042258+0.001129253958156642j),(0.18602148113923445-0.32531261858720134j),(0.2000358646794306+0j),(0.06614456096943767-0.12264036048375469j),(0.007054292587289103-0.011122151534425112j),(0.26095703436952467+0.006479243971805625j),(0.06614456096943767+0.12264036048375469j),(0.09706139944724347+0j),(0.00915149772070487+0.0006472397126904865j),(0.024647711066042258-0.001129253958156642j),(0.007054292587289103+0.011122151534425112j),(0.00915149772070487-0.0006472397126904865j),(0.0008671709892612773+0j),(683+0j),(207+0j),(104+0j),(6+0j),(670+0j),(108+0j),(145+0j),(77+0j),(432+0j),(125+0j),(357+0j),(86+0j),(720+0j),(183+0j),(82+0j),(15+0j),(600+0j),(283+0j),(62+0j),(55+0j),(528+0j),(215+0j),(177+0j),(80+0j),(389+0j),(117+0j),(300+0j),(194+0j),(637+0j),(252+0j),(61+0j),(50+0j),(198+0j),(703+0j),(49+0j),(50+0j),(194+0j),(579+0j),(36+0j),(191+0j),(140+0j),(380+0j),(92+0j),(388+0j),(191+0j),(694+0j),(59+0j),(56+0j),(709+0j),(194+0j),(86+0j),(11+0j),(618+0j),(135+0j),(159+0j),(88+0j),(412+0j),(127+0j),(375+0j),(86+0j),(704+0j),(199+0j),(89+0j),(8+0j)
340,(0.24508576812376093+0j),(0.13938000300448058+0.04590188257771156j),(0.088737772591018+0.11382937353015402j),(-0.13427330400147958+0.3530214265382255j),(0.13938000300448058-0.04590188257771156j),(0.0878621726041356+0j),(0.07178406842105388+0.04811502396579662j),(-0.010244027900902425+0.2259108121577351j),(0.088737772591018-0.11382937353015402j),(0.07178406842105388-0.04811502396579662j),(0.08499685119277617+0j),(0.11534367795589229+0.19018069266543955j),(-0.13427330400147958-0.3530214265382255j),(-0.010244027900902425-0.2259108121577351j),(0.11534367795589229-0.19018069266543955j),(0.5820552080793275+0j),(254+0j),(111+0j),(123+0j),(512+0j),(246+0j),(319+0j),(119+0j),(316+0j),(71+0j),(125+0j),(314+0j),(490+0j),(269+0j),(119+0j),(129+0j),(483+0j),(293+0j),(49+0j),(445+0j),(213+0j),(391+0j),(203+0j),(350+0j),(56+0j),(62+0j),(151+0j),(676+0j),(111+0j),(313+0j),(52+0j),(415+0j),(220+0j),(128+0j),(245+0j),(171+0j),(456+0j),(87+0j),(521+0j),(249+0j),(143+0j),(96+0j),(134+0j),(238+0j),(532+0j),(159+0j),(226+0j),(178+0j),(437+0j),(230+0j),(115+0j),(131+0j),(524+0j),(292+0j),(309+0j),(119+0j),(280+0j),(84+0j),(140+0j),(285+0j),(491+0j),(253+0j),(111+0j),(115+0j),(521+0j)
341,(0.7641973708162693+0j),(0.13795046159714536-0.21570241287839761j),(-0.025305631813570387-0.1857770859114801j),(0.05979737234305684-0.2755225255527446j),(0.13795046159714536+0.21570241287839761j),(0.08578655630076723+0j),(0.047869363983626234-0.04067865421213887j),(0.0885634408932949-0.03285803254649525j),(-0.025305631813570387+0.1857770859114801j),(0.047869363983626234+0.04067865421213887j),(0.046000551681690045+0j),(0.06499964997153893+0.023660449325710625j),(0.05979737234305684+0.2755225255527446j),(0.0885634408932949+0.03285803254649525j),(0.06499964997153893-0.023660449325710625j),(0.10401552120127332+0j),(730+0j),(95+0j),(64+0j),(111+0j),(392+0j),(191+0j),(400+0j),(17+0j),(588+0j),(133+0j),(225+0j),(54+0j),(743+0j),(109+0j),(66+0j),(82+0j),(546+0j),(298+0j),(140+0j),(16+0j),(443+0j),(134+0j),(276+0j),(147+0j),(608+0j),(114+0j),(97+0j),(181+0j),(589+0j),(265+0j),(129+0j),(17+0j),(607+0j),(224+0j),(67+0j),(102+0j),(473+0j),(95+0j),(207+0j),(225+0j),(429+0j),(266+0j),(251+0j),(54+0j),(648+0j),(195+0j),(63+0j),(94+0j),(739+0j),(104+0j),(53+0j),(104+0j),(397+0j),(198+0j),(370+0j),(35+0j),(590+0j),(123+0j),(233+0j),(54+0j),(726+0j),(98+0j),(67+0j),(109+0j)
342,(0.8192402336317907+0j),(-0.005948679636961662-0.11288328394709289j),(-0.17930543530783435-0.26725392695784866j),(-0.1665101638273619+0.06330020050109278j),(-0.005948679636961662+0.11288328394709289j),(0.015597406059339505+0j),(0.038126950108518985-0.022765945333565983j),(-0.007513081796385722-0.023403106842229057j),(-0.17930543530783435+0.26725392695784866j),(0.038126950108518985+0.022765945333565983j),(0.12642823967050812+0j),(0.01579384131288058-0.06817361120020504j),(-0.1665101638273619-0.06330020050109278j),(-0.007513081796385722+0.023403106842229057j),(0.01579384131288058+0.06817361120020504j),(0.03873412063836175+0j),(809+0j),(41+0j),(114+0j),(36+0j),(301+0j),(30+0j),(633+0j),(36+0j),(752+0j),(55+0j),(182+0j),(11+0j),(795+0j),(33+0j),(135+0j),(37+0j),(436+0j),(405+0j),(95+0j),(64+0j),(131+0j),(208+0j),(407+0j),(254+0j),(400+0j),(389+0j),(136+0j),(75+0j),(428+0j),(401+0j),(97+0j),(74+0j),(538+0j),(296+0j),(148+0j),(18+0j),(213+0j),(133+0j),(444+0j),(210+0j),(587+0j),(191+0j),(110+0j),(112+0j),(559+0j),(294+0j),(122+0j),(25+0j),(775+0j),(49+0j),(138+0j),(38+0j),(310+0j),(32+0j),(607+0j),(51+0j),(722+0j),(55+0j),(203+0j),(20+0j),(782+0j),(48+0j),(132+0j),(38+0j)
343,(0.05214972677876529+0j),(0.030558987103206606-0.008872752774681974j),(0.11723279656089793+0.16799637762223285j),(-0.017198554295175705-0.07845669880619496j),(0.030558987103206606+0.008872752774681974j),(0.019416735180037094+0j),(0.040113828426517124+0.11838943633021375j),(0.0032705155647033968-0.04890065442030479j),(0.11723279656089793-0.16799637762223285j),(0.040113828426517124-0.11838943633021375j),(0.8047273509545769+0j),(-0.29140470631679516-0.12096714168455025j),(-0.017198554295175705+0.07845669880619496j),(0.0032705155647033968+0.04890065442030479j),(-0.29140470631679516+0.12096714168455025j),(0.12370618708662087+0j),(88+0j),(38+0j),(747+0j),(127+0j),(549+0j),(77+0j),(302+0j),(72+0j),(298+0j),(112+0j),(529+0j),(61+0j),(91+0j),(30+0j),(738+0j),(141+0j),(98+0j),(39+0j),(199+0j),(664+0j),(231+0j),(388+0j),(81+0j),(300+0j),(83+0j),(292+0j),(222+0j),(403+0j),(93+0j),(45+0j),(204+0j),(658+0j),(82+0j),(53+0j),(562+0j),(303+0j),(464+0j),(174+0j),(142+0j),(220+0j),(288+0j),(120+0j),(329+0j),(263+0j),(81+0j),(50+0j),(544+0j),(325+0j),(87+0j),(28+0j),(758+0j),(127+0j),(546+0j),(93+0j),(279+0j),(82+0j),(269+0j),(121+0j),(572+0j),(38+0j),(80+0j),(35+0j),(748+0j),(137+0j)
344,(0.3351083250731599+0j),(-0.14634221359304947+0.018866057482644652j),(-0.030067506432851422-0.2833766634141199j),(-0.08196716781926817-0.3363238900590441j),(-0.14634221359304947-0.018866057482644652j),(0.06496995143137364+0j),(-0.0028231318108780466+0.1254436860086342j),(0.01686067016314967+0.15148767146907197j),(-0.030067506432851422+0.2833766634141199j),(-0.0028231318108780466-0.1254436860086342j),(0.24232877023595348+0j),(0.2917590606432491-0.03913708140612218j),(-0.08196716781926817+0.3363238900590441j),(0.01686067016314967-0.15148767146907197j),(0.2917590606432491+0.03913708140612218j),(0.35759295325951285+0j),(329+0j),(97+0j),(236+0j),(338+0j),(305+0j),(215+0j),(306+0j),(174+0j),(584+0j),(88+0j),(38+0j),(290+0j),(354+0j),(92+0j),(257+0j),(297+0j),(111+0j),(318+0j),(540+0j),(31+0j),(302+0j),(194+0j),(372+0j),(132+0j),(469+0j),(169+0j),(156+0j),(206+0j),(94+0j),(323+0j),(547+0j),(36+0j),(210+0j),(209+0j),(350+0j),(231+0j),(469+0j),(51+0j),(77+0j),(403+0j),(358+0j),(264+0j),(187+0j),(191+0j),(192+0j),(246+0j),(322+0j),(240+0j),(363+0j),(85+0j),(245+0j),(307+0j),(284+0j),(225+0j),(319+0j),(172+0j),(548+0j),(94+0j),(44+0j),(314+0j),(340+0j),(80+0j),(249+0j),(331+0j)
345,(0.11931602467796187+0j),(0.04157701897520477+0.16854585465546373j),(-0.08217677698090026-0.08930672456424728j),(0.19542365668416684+0.14840565348203744j),(0.04157701897520477-0.16854585465546373j),(0.25257591098718146+0j),(-0.15479013555694252+0.08496300270326224j),(0.27773545819545625-0.2243418906817013j),(-0.08217677698090026+0.08930672456424728j),(-0.15479013555694252-0.08496300270326224j),(0.12344288009189262+0j),(-0.2456745365975845+0.04406070690103851j),(0.19542365668416684-0.14840565348203744j),(0.27773545819545625+0.2243418906817013j),(-0.2456745365975845-0.04406070690103851j),(0.504665184242964+0j),(142+0j),(265+0j),(149+0j),(444+0j),(97+0j),(596+0j),(199+0j),(108+0j),(260+0j),(571+0j),(54+0j),(115+0j),(157+0j),(241+0j),(142+0j),(460+0j),(243+0j),(148+0j),(117+0j),(492+0j),(308+0j),(401+0j),(54+0j),(237+0j),(217+0j),(597+0j),(108+0j),(78+0j),(228+0j),(145+0j),(98+0j),(529+0j),(66+0j),(339+0j),(263+0j),(332+0j),(234+0j),(474+0j),(100+0j),(192+0j),(198+0j),(596+0j),(169+0j),(37+0j),(72+0j),(359+0j),(276+0j),(293+0j),(128+0j),(274+0j),(163+0j),(435+0j),(96+0j),(567+0j),(216+0j),(121+0j),(258+0j),(548+0j),(49+0j),(145+0j),(162+0j),(248+0j),(155+0j),(435+0j)
346,(0.3459012936232251+0j),(-0.14816886698566656+0.12302509548939375j),(0.11629992330776028-0.2736687540649932j),(0.1203644679650372+0.2936946325141658j),(-0.14816886698566656-0.12302509548939375j),(0.10722477177084572+0j),(-0.14715224662843623+0.07586378117864533j),(0.05289816402362527-0.1686153020516149j),(0.11629992330776028+0.2736687540649932j),(-0.14715224662843623-0.07586378117864533j),(0.2556228055313054+0j),(-0.19189481793241206+0.19397631190148495j),(0.1203644679650372-0.2936946325141658j),(0.05289816402362527+0.1686153020516149j),(-0.19189481793241206-0.19397631190148495j),(0.291251129074624+0j),(357+0j),(114+0j),(252+0j),(277+0j),(430+0j),(240+0j),(200+0j),(130+0j),(567+0j),(346+0j),(44+0j),(43+0j),(366+0j),(122+0j),(245+0j),(267+0j),(110+0j),(333+0j),(121+0j),(436+0j),(193+0j),(468+0j),(43+0j),(296+0j),(196+0j),(724+0j),(47+0j),(33+0j),(122+0j),(369+0j),(108+0j),(401+0j),(146+0j),(318+0j),(102+0j),(434+0j),(117+0j),(547+0j),(127+0j),(209+0j),(203+0j),(711+0j),(22+0j),(64+0j),(148+0j),(334+0j),(110+0j),(408+0j),(363+0j),(129+0j),(240+0j),(268+0j),(409+0j),(251+0j),(200+0j),(140+0j),(604+0j),(335+0j),(26+0j),(35+0j),(365+0j),(107+0j),(277+0j),(251+0j)
347,(0.1912528427297169+0j),(-0.23015461572560553+0.09744498864469003j),(0.11523905567898354-0.1563710970924129j),(0.059471643528741874-0.2256982135110415j),(-0.23015461572560553-0.09744498864469003j),(0.32661827170874697+0j),(-0.2183516844030537+0.12946244843442042j),(-0.1865636745910389+0.24130502487469319j),(0.11523905567898354+0.1563710970924129j),(-0.2183516844030537-0.12946244843442042j),(0.1972883614231679+0j),(0.22036866326745516-0.08736917376220216j),(0.059471643528741874+0.2256982135110415j),(-0.1865636745910389-0.24130502487469319j),(0.22036866326745516+0.08736917376220216j),(0.28484052413836797+0j),(226+0j),(315+0j),(202+0j),(257+0j),(309+0j),(126+0j),(122+0j),(443+0j),(342+0j),(93+0j),(73+0j),(492+0j),(207+0j),(316+0j),(184+0j),(293+0j),(78+0j),(445+0j),(444+0j),(33+0j),(167+0j),(274+0j),(332+0j),(227+0j),(255+0j),(169+0j),(247+0j),(329+0j),(73+0j),(494+0j),(396+0j),(37+0j),(191+0j),(331+0j),(328+0j),(150+0j),(376+0j),(67+0j),(138+0j),(419+0j),(105+0j),(329+0j),(386+0j),(180+0j),(200+0j),(361+0j),(311+0j),(128+0j),(214+0j),(319+0j),(214+0j),(253+0j),(318+0j),(143+0j),(101+0j),(438+0j),(350+0j),(109+0j),(78+0j),(463+0j),(192+0j),(329+0j),(222+0j),(257+0j)
348,(0.11770604152686764+0j),(-0.05544331213695694+0.2516512780286505j),(0.0027902444927409634+0.1149697351926922j),(-0.13671855682845888-0.07437212828009016j),(-0.05544331213695694-0.2516512780286505j),(0.5641369443131955+0j),(0.24448685918078608-0.060119866537072394j),(-0.09460611677862818+0.3273310033949497j),(0.0027902444927409634-0.1149697351926922j),(0.24448685918078608+0.060119866537072394j),(0.1123631829177443+0j),(-0.0758841430606276+0.131777261829058j),(-0.13671855682845888+0.07437212828009016j),(-0.09460611677862818-0.3273310033949497j),(-0.0758841430606276-0.131777261829058j),(0.20579383124219267+0j),(184+0j),(499+0j),(111+0j),(206+0j),(133+0j),(299+0j),(151+0j),(417+0j),(26+0j),(98+0j),(247+0j),(629+0j),(167+0j),(541+0j),(114+0j),(178+0j),(308+0j),(401+0j),(85+0j),(206+0j),(212+0j),(220+0j),(201+0j),(367+0j),(62+0j),(47+0j),(332+0j),(559+0j),(316+0j),(403+0j),(86+0j),(195+0j),(160+0j),(529+0j),(51+0j),(260+0j),(59+0j),(378+0j),(129+0j),(434+0j),(41+0j),(72+0j),(138+0j),(749+0j),(152+0j),(554+0j),(48+0j),(246+0j),(155+0j),(509+0j),(120+0j),(216+0j),(142+0j),(300+0j),(149+0j),(409+0j),(17+0j),(96+0j),(276+0j),(611+0j),(176+0j),(519+0j),(106+0j),(199+0j)
349,(0.3282036864907779+0j),(-0.2631380882865577+0.1465531853938545j),(-0.2630761222108319+0.03457765337770426j),(-0.2434300778911576-0.010182042808737898j),(-0.2631380882865577-0.1465531853938545j),(0.2764121592483661+0j),(0.22636190931521966+0.0897489800275102j),(0.1906240456627164+0.11686260146942062j),(-0.2630761222108319-0.03457765337770426j),(0.22636190931521966-0.0897489800275102j),(0.2145151413239092+0j),(0.194051963447274+0.03380794808240896j),(-0.2434300778911576+0.010182042808737898j),(0.1906240456627164-0.11686260146942062j),(0.194051963447274-0.03380794808240896j),(0.1808690129369464+0j),(352+0j),(266+0j),(207+0j),(175+0j),(69+0j),(367+0j),(509+0j),(55+0j),(243+0j),(111+0j),(314+0j),(332+0j),(353+0j),(285+0j),(202+0j),(160+0j),(102+0j),(517+0j),(352+0j),(29+0j),(193+0j),(284+0j),(259+0j),(264+0j),(140+0j),(266+0j),(303+0j),(291+0j),(100+0j),(519+0j),(354+0j),(27+0j),(181+0j),(430+0j),(161+0j),(228+0j),(183+0j),(247+0j),(174+0j),(396+0j),(319+0j),(73+0j),(48+0j),(560+0j),(189+0j),(431+0j),(154+0j),(226+0j),(346+0j),(247+0j),(218+0j),(189+0j),(70+0j),(394+0j),(496+0j),(40+0j),(262+0j),(125+0j),(319+0j),(294+0j),(358+0j),(291+0j),(197+0j),(154+0j)
